"","title","rating","year","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Fantasy","Horror","Musical","Mystery","Romance","SciFi","Thriller","War","Western","FilmNoir","freq"
"1035","Big Bad Mama",2.04651162790698,1974,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"1036","Big Bad Mama II",1.609375,1987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"1037","Big Bad Swim, The",3.5,2006,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1038","Big Bird Cage, The",3.02777777777778,1972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"1039","Big Blue, The (Grand bleu, Le)",3.86518595041322,1988,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,968
"1040","Big Bounce, The",2.58177570093458,2004,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,214
"1041","Big Brawl, The",3.23571428571429,1980,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"1042","Big Bully",2.52112676056338,1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,355
"1043","Big Bus, The",2.69642857142857,1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"1044","Big Business",2.98395721925134,1988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187
"1045","Big Chill, The",3.75830306175402,1983,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3854
"1046","Big Clock, The",3.87671232876712,1948,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,73
"1047","Big Combo, The",3.66363636363636,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55
"1048","Big Country, The",3.74147727272727,1958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,176
"1049","Big Daddy",3.12631465979824,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4659
"1050","Big Deal on Madonna Street (I Soliti Ignoti)",3.69298245614035,1958,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,57
"1051","Big Doll House, The",2.75,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1052","Big Easy, The",3.58720271800679,1987,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,883
"1053","Big Eden",3.56372549019608,2000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,102
"1054","Big Empty, The",3.30952380952381,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"1055","Big Fat Liar",2.74573863636364,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,352
"1056","Big Fella",2.5,1937,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
"1057","Big Fish",3.81796487208858,2003,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5238
"1058","Big Green, The",2.87102473498233,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,566
"1059","Big Heat, The",4.0446735395189,1953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,291
"1060","Big Hit, The",3.05023923444976,1998,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1045
"1061","Big Jake",3.49484536082474,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97
"1062","Big Kahuna, The",3.28225806451613,2000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,868
"1063","Big Knife, The",3.78,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
"1064","Big Lebowski, The",3.89306118209203,1998,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,9627
"1065","Big Momma's House",2.49798711755234,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1242
"1066","Big Momma's House 2",2.3130081300813,2006,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,123
"1067","Big Night",4.0319181902696,1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3227
"1068","Big Nothing",3.20212765957447,2006,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,47
"1069","Big One, The",3.85023771790808,1997,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,631
"1070","Big Picture, The",3.33862433862434,1989,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,189
"1071","Big Red One, The",3.59413580246914,1980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,324
"1072","Big Shot's Funeral (Da Wan)",3.09375,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"1073","Big Shots",2.625,1987,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1074","Big Sleep, The",4.26795302013423,1946,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3127
"1075","Big Sleep, The",3.5578231292517,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3127
"1076","Big Squeeze, The",2.80128205128205,1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,78
"1077","Big Store, The",3.36666666666667,1941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"1078","Big Tease, The",3.13333333333333,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135
"1079","Big Top Pee-Wee",2.43371212121212,1988,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528
"1080","Big Town, The",2.86,1987,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,25
"1081","Big Trail, The",3.04545454545455,1930,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11
"1082","Big Trees, The",3.0625,1952,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
"1083","Big Trouble",2.90425531914894,1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400
"1084","Big Trouble",3.25920679886686,2002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,400
"1085","Big Trouble in Little China",3.42416055576997,1986,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2591
"1086","Big Wednesday",3.25806451612903,1978,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,31
"1087","Big White, The",3.16666666666667,2005,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,39
"1088","Bigamist, The",2.9,1953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1089","Bigger Than the Sky",2.91666666666667,2005,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6
"1090","Bigger, Stronger, Faster*",3.78915662650602,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83
"1091","Biggie and Tupac",2.9622641509434,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53
"1092","Biggles",2.86842105263158,1986,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19
"1093","Biker Boyz",2.08415841584158,2003,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,101
"1094","Bikini Beach",2.61864406779661,1964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"1095","Bill & Ted's Bogus Journey",2.89603429796356,1991,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1866
"1096","Bill & Ted's Excellent Adventure",3.36083197008647,1989,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4279
"1097","Bill Cosby, Himself",3.89763113367174,1983,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,591
"1098","Billabong Odyssey",3.46875,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
"1099","Billion Dollar Brain",3.02173913043478,1967,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23
"1100","Billy's Holiday",2.81578947368421,1995,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38
"1101","Billy's Hollywood Screen Kiss",3.49013157894737,1997,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,304
"1102","Billy Bathgate",2.93712574850299,1991,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,167
"1103","Billy Elliot",3.83986051502146,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3728
"1104","Billy Jack",2.92525773195876,1971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,388
"1105","Billy Jack Goes to Washington",1.79032258064516,1977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93
"1106","Billy Liar",3.78235294117647,1963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85
"1107","Billy Madison",3.27656493651147,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4489
"1108","Biloxi Blues",3.35790273556231,1988,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,658
"1109","Bingo",2.05952380952381,1991,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"1110","Bio-Dome",2.40945635528331,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2612
"1111","Bird",3.69444444444444,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180
"1112","Bird of Prey",2.5,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"1113","Bird on a Wire",2.60889443059019,1990,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1203
"1114","Bird with the Crystal Plumage, The (L'Uccello dalle piume di cristallo)",3.4672131147541,1970,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,61
"1115","Birdcage, The",3.52171160434977,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13426
"1116","Birdman of Alcatraz",3.75732899022801,1962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,307
"1117","Birds of America",3.33333333333333,2008,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1118","Birds, The",3.76507136859782,1963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5955
"1119","Birdy",3.82953181272509,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,833
"1120","Birth",2.86947791164659,2004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,249
"1121","Birth of a Nation, The",3.2487684729064,1915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,203
"1122","Birthday Girl",3.11822660098522,2001,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,406
"1123","Bishop's Wife, The",3.76438848920863,1947,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,278
"1124","Bite the Bullet",3.26666666666667,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45
"1125","Bitter Moon",3.35816326530612,1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,980
"1126","Bitter Sugar (Azúcar amarga)",3.26842105263158,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95
"1127","Bittersweet Life, A (Dalkomhan insaeng)",3.22222222222222,2005,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
"1128","Bizarre, Bizarre (Drôle de drame ou L'étrange aventure de Docteur Molyneux)",3.5625,1937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1129","Black and White",2.92549019607843,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,255
"1130","Black and White in Color (Noirs et blancs en couleur)",3.5,1976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22
"1131","Black Angel",3.5,1946,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,19
"1132","Black Beauty",3.2962786259542,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104
"1133","Black Beauty",3.07142857142857,1971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1104
"1134","Black Book (Zwartboek)",3.87768240343348,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,233
"1135","Black Cat, The",3.42857142857143,1934,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7
"1136","Black Cat, White Cat (Crna macka, beli macor)",4.07155963302752,1998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,545
"1137","Black Cauldron, The",3.19448010269576,1985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779
"1138","Black Christmas",1.90151515151515,2006,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,174
"1139","Black Christmas",3.19907407407407,1974,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,174
"1140","Black Cloud",3,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"1141","Black Dahlia, The",2.75862068965517,2006,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,377
"1142","Black Dog",2.28284671532847,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,274
"1143","Black Friday",3.33333333333333,1940,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,3
"1144","Black Hawk Down",3.68547220500103,2001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4839
"1145","Black Hole, The",2.81895910780669,1979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1345
"1146","Black Knight, The",2.23887587822014,2001,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,427
"1147","Black Like Me",3.08620689655172,1964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29
"1148","Black Mask (Hak hap)",2.97932816537468,1996,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,387
"1149","Black Moon",2.5,1975,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2
"1150","Black Moon Rising",2.5531914893617,1986,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,47
"1151","Black Narcissus",3.94444444444444,1947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135
"1152","Black Orchid, The",3.13636363636364,1958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
"1153","Black Orpheus (Orfeu Negro)",4.01960784313725,1959,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,204
"1154","Black Pirate, The",3.6,1926,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"1155","Black Rain",3.10298742138365,1989,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,636
"1156","Black Rainbow",2.9,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"1158","Black Robe",3.64985590778098,1991,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,347
"1159","Black Sabbath (Tre volti della paura, I)",3.37162162162162,1963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74
"1160","Black Scorpion, The",2.10714285714286,1957,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
"1161","Black Sheep",3.09160447761194,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2797
"1162","Black Sheep",3.10683760683761,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2797
"1163","Black Snake Moan",3.58077994428969,2006,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,359
"1164","Black Stallion Returns, The",2.86065573770492,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"1165","Black Stallion, The",3.65242718446602,1979,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,515
"1166","Black Sunday",3.22916666666667,1977,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96
"1167","Black Sunday (Maschera del demonio, La)",3.60919540229885,1960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87
"1168","Black Tar Heroin: The Dark End of the Street",3.40322580645161,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31
"1169","Black Tights (1-2-3-4 ou Les Collants noirs)",3,1960,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"1170","Black Widow",3.21348314606742,1987,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,178
"1171","Blackadder Back & Forth",3.35714285714286,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1172","Blackball",2.3695652173913,2003,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,23
"1173","Blackbeard's Ghost",3.18382352941176,1968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204
"1174","Blackbird, The",3,1926,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"1175","Blackboard Jungle",3.64723926380368,1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163
"1176","Blackboards (Takhté Siah)",2.98076923076923,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
"1177","Blackmail",3.6063829787234,1929,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,94
"1178","Blackout, The",2.47058823529412,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
"1179","Blackrock",3.42857142857143,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14
"1180","Blacula",2.38679245283019,1972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53
"1181","Blade",3.37508143322476,1998,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6140
"1182","Blade II",3.17474489795918,2002,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2352
"1183","Blade Runner",4.15157391248142,1982,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,15471
"1184","Blade: Trinity",2.93375576036866,2004,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,868
"1185","Blades of Glory",3.24459234608985,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,601
"1186","Blair Witch Project, The",2.89540262437459,1999,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10593
"1187","Blame it on Fidel! (La Faute a Fidel)",3.73684210526316,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19
"1188","Blame It on Rio",2.61392405063291,1984,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,869
"1189","Blame It on the Bellboy",2.11458333333333,1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"1190","Blank Check",2.32009724473258,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,617
"1191","Blankman",2.20848056537102,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283
"1192","Blast from the Past",3.21415270018622,1999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2148
"1193","Blast of Silence",4.125,1961,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4
"1194","Blaze",3.12878787878788,1989,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,132
"1195","Blazing Saddles",3.90430351075878,1974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5298
"1196","Bless the Child",2.64186046511628,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,430
"1197","Blind Beast (Môjuu)",3.27272727272727,1969,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11
"1198","Blind Chance (Przypadek)",3.75609756097561,1981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41
"1199","Blind Date",2.60734463276836,1987,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,785
"1200","Blind Date",2.36363636363636,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,785
"1201","Blind Fury",2.92462311557789,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,199
"1202","Blind Horizon",2.92592592592593,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,27
"1203","Blind Shaft (Mang jing)",2.5,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1204","Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin)",3.45394736842105,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76
"1205","Blindness",3.16129032258065,2008,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,36
"1206","Blindness",2.8,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,36
"1207","Blink",3.24745186862967,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,883
"1208","Bliss",3.17213114754098,1997,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,183
"1209","Blob, The",3.11148238153098,1958,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2065
"1210","Blob, The",2.71121718377088,1988,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2065
"1211","Block Party (a.k.a. Dave Chappelle's Block Party)",3.46910112359551,2005,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,178
"1212","Blood and Black Lace (Sei donne per l'assassino)",3,1964,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13
"1213","Blood and Chocolate",2.43220338983051,2007,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,59
"1214","Blood and Sand (Sangre y Arena)",2.30769230769231,1989,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13
"1215","Blood and Wine (a.k.a. Blood & Wine)",3.09958506224066,1996,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,241
"1216","Blood Beach",1.85144927536232,1981,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138
"1217","Blood Diamond",3.87708565072303,2006,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1798
"1218","Blood Feast",2.89873417721519,1963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79
"1219","Blood For Dracula (Andy Warhol's Dracula)",2.62971698113208,1974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,212
"1220","Blood of a Poet, The (Sang d'un poète, Le)",3,1930,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
"1221","Blood of Heroes, The",3.59756097560976,1988,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82
"1222","Blood on the Sun",3.33928571428571,1945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,28
"1223","Blood Simple",4.08969907407407,1984,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2592
"1224","Blood Spattered Bride, The (La Novia Ensangrentada)",2.36666666666667,1972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15
"1225","Blood Work",3.09493670886076,2002,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,553
"1226","Blood, Guts, Bullets and Octane",2.11666666666667,1998,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"1227","Bloodhounds of Broadway",1.625,1989,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1228","BloodRayne",1.50621118012422,2005,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,161
"1229","Bloodsport",3.10062893081761,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954
"1230","Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite)",2.52144970414201,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676
"1231","Bloody Angels (1732 Høtten: Marerittet Har et Postnummer)",1.77777777777778,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
"1232","Bloody Child, The",3.17307692307692,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,26
"1233","Bloody Mama",2.75,1970,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16
"1234","Bloody Sunday",3.78052805280528,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,303
"1235","Blow",3.6348623853211,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3270
"1236","Blow-Out (La Grande Bouffe)",3.64689265536723,1973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,177
"1237","Blow-Up (Blowup)",3.85665529010239,1966,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,879
"1238","Blow Dry (a.k.a. Never Better)",3.19018404907975,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,163
"1239","Blow Out",3.51416430594901,1981,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,353
"1240","Blown Away",3.01756851721715,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1423
"1241","Blue Angel, The (Der Blaue Engel)",3.9232,1930,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,625
"1242","Blue Car",3.47448979591837,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98
"1243","Blue Chips",2.70887445887446,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,462
"1244","Blue Collar",3.60843373493976,1978,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,166
"1245","Blue Collar Comedy Tour: The Movie",3.30670926517572,2003,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,313
"1246","Blue Crush",2.98187311178248,2002,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,662
"1247","Blue Gardenia, The",3.3125,1953,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,32
"1248","Blue Gate Crossing (Lanse da Men)",3.4375,2002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
"1249","Blue Hawaii",2.725,1961,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,260
"1250","Blue in the Face",3.50817307692308,1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1040
"1251","Blue Juice",3.44690265486726,1995,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,113
"1252","Blue Kite, The (Lan feng zheng)",3.425,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40
"1253","Blue Lagoon, The",2.43116883116883,1980,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1925
"1254","Blue Light, The (Das Blaue Licht)",5,1932,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"1255","Blue Max, The",3.47222222222222,1966,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90
"1256","Blue Sky",3.50616197183099,1994,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,568
"1257","Blue Spring (Aoi haru)",3.33333333333333,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
"1258","Blue State",3.78571428571429,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1259","Blue Steel",2.77358490566038,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159
"1260","Blue Streak",3.03381147540984,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,976
"1261","Blue Thunder",3.12162162162162,1983,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,74
"1262","Blue Velvet",3.83566355969818,1986,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4506
"1263","Bluebeard",2.98076923076923,1944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26
